"REF_DATE","GEO","DGUID","Characteristics","Net worth indicators (wealth)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Ontario","2016A000235","35 to 44 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059498780","8.8.16","452.8","","","","1"
"2012","Ontario","2016A000235","35 to 44 years","Debt to disposable income ratio","Percent","239","units ","0","v1059498781","8.8.17","253.6","","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059498782","8.9.1","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498783","8.9.2","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498784","8.9.3","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498785","8.9.4","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Real estate as a share of total assets","Percent","239","units ","0","v1059498786","8.9.5","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498787","8.9.6","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059498788","8.9.7","17.9","","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498789","8.9.8","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498790","8.9.9","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059498791","8.9.10","21.8","","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Assets as a share of net worth","Percent","239","units ","0","v1059498792","8.9.11","121.8","","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059498793","8.9.12","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498794","8.9.13","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498795","8.9.14","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059498796","8.9.15","","..","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059498797","8.9.16","752.3","","","","1"
"2012","Ontario","2016A000235","45 to 54 years","Debt to disposable income ratio","Percent","239","units ","0","v1059498798","8.9.17","163.9","","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059498799","8.10.1","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498800","8.10.2","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498801","8.10.3","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498802","8.10.4","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Real estate as a share of total assets","Percent","239","units ","0","v1059498803","8.10.5","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498804","8.10.6","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059498805","8.10.7","10.6","","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498806","8.10.8","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498807","8.10.9","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059498808","8.10.10","11.9","","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Assets as a share of net worth","Percent","239","units ","0","v1059498809","8.10.11","111.9","","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059498810","8.10.12","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498811","8.10.13","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498812","8.10.14","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059498813","8.10.15","","..","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059498814","8.10.16","1129.1","","","","1"
"2012","Ontario","2016A000235","55 to 64 years","Debt to disposable income ratio","Percent","239","units ","0","v1059498815","8.10.17","133.9","","","","1"
"2012","Ontario","2016A000235","65 years and over","Financial assets as a share of total assets","Percent","239","units ","0","v1059498816","8.11.1","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498817","8.11.2","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498818","8.11.3","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498819","8.11.4","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Real estate as a share of total assets","Percent","239","units ","0","v1059498820","8.11.5","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498821","8.11.6","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Liabilities as a share of total assets","Percent","239","units ","0","v1059498822","8.11.7","4.9","","","","1"
"2012","Ontario","2016A000235","65 years and over","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498823","8.11.8","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498824","8.11.9","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Liabilities as a share of net worth","Percent","239","units ","0","v1059498825","8.11.10","5.2","","","","1"
"2012","Ontario","2016A000235","65 years and over","Assets as a share of net worth","Percent","239","units ","0","v1059498826","8.11.11","105.2","","","","1"
"2012","Ontario","2016A000235","65 years and over","Financial assets as a share of net worth","Percent","239","units ","0","v1059498827","8.11.12","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498828","8.11.13","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498829","8.11.14","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Real estate as a share of disposable income","Percent","239","units ","0","v1059498830","8.11.15","","..","","","1"
"2012","Ontario","2016A000235","65 years and over","Net worth as a share of disposable income","Percent","239","units ","0","v1059498831","8.11.16","1280.0","","","","1"
"2012","Ontario","2016A000235","65 years and over","Debt to disposable income ratio","Percent","239","units ","0","v1059498832","8.11.17","66.0","","","","1"
"2012","Prairie Region","2016A00014","All households","Financial assets as a share of total assets","Percent","239","units ","0","v116905517","9.1.1","52.3","","","","1"
"2012","Prairie Region","2016A00014","All households","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v116905518","9.1.2","16.7","","","","1"
"2012","Prairie Region","2016A00014","All households","Other financial assets as a share of total assets","Percent","239","units ","0","v116905519","9.1.3","35.6","","","","1"
"2012","Prairie Region","2016A00014","All households","Non-financial assets as a share of total assets","Percent","239","units ","0","v116905520","9.1.4","47.7","","","","1"
"2012","Prairie Region","2016A00014","All households","Real estate as a share of total assets","Percent","239","units ","0","v116905521","9.1.5","40.7","","","","1"
"2012","Prairie Region","2016A00014","All households","Other non-financial assets as a share of total assets","Percent","239","units ","0","v116905522","9.1.6","7.0","","","","1"
"2012","Prairie Region","2016A00014","All households","Liabilities as a share of total assets","Percent","239","units ","0","v116905523","9.1.7","19.3","","","","1"
"2012","Prairie Region","2016A00014","All households","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v116905524","9.1.8","11.5","","","","1"
"2012","Prairie Region","2016A00014","All households","Other liabilities as a share of total assets","Percent","239","units ","0","v116905525","9.1.9","7.8","","","","1"
"2012","Prairie Region","2016A00014","All households","Liabilities as a share of net worth","Percent","239","units ","0","v116905526","9.1.10","23.9","","","","1"
"2012","Prairie Region","2016A00014","All households","Assets as a share of net worth","Percent","239","units ","0","v116905527","9.1.11","123.9","","","","1"
"2012","Prairie Region","2016A00014","All households","Financial assets as a share of net worth","Percent","239","units ","0","v116905528","9.1.12","64.9","","","","1"
"2012","Prairie Region","2016A00014","All households","Financial assets to non-financial assets ratio","Percent","239","units ","0","v116905529","9.1.13","109.8","","","","1"
"2012","Prairie Region","2016A00014","All households","Owner's equity as a share of real estate","Percent","239","units ","0","v116905530","9.1.14","71.6","","","","1"
"2012","Prairie Region","2016A00014","All households","Real estate as a share of disposable income","Percent","239","units ","0","v116905531","9.1.15","348.3","","","","1"
"2012","Prairie Region","2016A00014","All households","Net worth as a share of disposable income","Percent","239","units ","0","v116905532","9.1.16","691.2","","","","1"
"2012","Prairie Region","2016A00014","All households","Debt to disposable income ratio","Percent","239","units ","0","v116905533","9.1.17","165.5","","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498833","9.2.1","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498834","9.2.2","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498835","9.2.3","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498836","9.2.4","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498837","9.2.5","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498838","9.2.6","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498839","9.2.7","31.3","","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498840","9.2.8","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498841","9.2.9","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498842","9.2.10","45.5","","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498843","9.2.11","145.5","","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498844","9.2.12","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498845","9.2.13","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498846","9.2.14","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498847","9.2.15","","..","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498848","9.2.16","906.2","","","","1"
"2012","Prairie Region","2016A00014","Lowest income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498849","9.2.17","412.3","","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498850","9.3.1","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498851","9.3.2","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498852","9.3.3","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498853","9.3.4","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498854","9.3.5","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498855","9.3.6","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498856","9.3.7","32.4","","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498857","9.3.8","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498858","9.3.9","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498859","9.3.10","48.0","","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498860","9.3.11","148.0","","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498861","9.3.12","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498862","9.3.13","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498863","9.3.14","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498864","9.3.15","","..","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498865","9.3.16","423.2","","","","1"
"2012","Prairie Region","2016A00014","Second income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498866","9.3.17","203.0","","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498867","9.4.1","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498868","9.4.2","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498869","9.4.3","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498870","9.4.4","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498871","9.4.5","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498872","9.4.6","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498873","9.4.7","27.6","","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498874","9.4.8","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498875","9.4.9","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498876","9.4.10","38.1","","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498877","9.4.11","138.1","","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498878","9.4.12","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498879","9.4.13","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498880","9.4.14","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498881","9.4.15","","..","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498882","9.4.16","519.6","","","","1"
"2012","Prairie Region","2016A00014","Third income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498883","9.4.17","198.1","","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498884","9.5.1","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498885","9.5.2","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498886","9.5.3","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498887","9.5.4","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498888","9.5.5","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498889","9.5.6","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498890","9.5.7","24.2","","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498891","9.5.8","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498892","9.5.9","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498893","9.5.10","31.8","","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498894","9.5.11","131.8","","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498895","9.5.12","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498896","9.5.13","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498897","9.5.14","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498898","9.5.15","","..","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498899","9.5.16","614.2","","","","1"
"2012","Prairie Region","2016A00014","Fourth income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498900","9.5.17","195.5","","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Financial assets as a share of total assets","Percent","239","units ","0","v1059498901","9.6.1","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498902","9.6.2","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498903","9.6.3","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498904","9.6.4","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Real estate as a share of total assets","Percent","239","units ","0","v1059498905","9.6.5","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498906","9.6.6","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Liabilities as a share of total assets","Percent","239","units ","0","v1059498907","9.6.7","14.1","","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498908","9.6.8","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498909","9.6.9","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Liabilities as a share of net worth","Percent","239","units ","0","v1059498910","9.6.10","16.4","","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Assets as a share of net worth","Percent","239","units ","0","v1059498911","9.6.11","116.4","","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Financial assets as a share of net worth","Percent","239","units ","0","v1059498912","9.6.12","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498913","9.6.13","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498914","9.6.14","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Real estate as a share of disposable income","Percent","239","units ","0","v1059498915","9.6.15","","..","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Net worth as a share of disposable income","Percent","239","units ","0","v1059498916","9.6.16","785.7","","","","1"
"2012","Prairie Region","2016A00014","Highest income quintile","Debt to disposable income ratio","Percent","239","units ","0","v1059498917","9.6.17","128.6","","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059498918","9.7.1","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498919","9.7.2","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498920","9.7.3","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498921","9.7.4","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Real estate as a share of total assets","Percent","239","units ","0","v1059498922","9.7.5","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498923","9.7.6","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059498924","9.7.7","46.2","","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498925","9.7.8","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498926","9.7.9","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059498927","9.7.10","85.9","","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Assets as a share of net worth","Percent","239","units ","0","v1059498928","9.7.11","185.9","","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059498929","9.7.12","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498930","9.7.13","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498931","9.7.14","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059498932","9.7.15","","..","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059498933","9.7.16","226.1","","","","1"
"2012","Prairie Region","2016A00014","Less than 35 years","Debt to disposable income ratio","Percent","239","units ","0","v1059498934","9.7.17","194.2","","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059498935","9.8.1","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498936","9.8.2","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498937","9.8.3","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498938","9.8.4","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Real estate as a share of total assets","Percent","239","units ","0","v1059498939","9.8.5","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498940","9.8.6","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059498941","9.8.7","34.0","","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498942","9.8.8","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498943","9.8.9","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059498944","9.8.10","51.4","","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Assets as a share of net worth","Percent","239","units ","0","v1059498945","9.8.11","151.4","","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Financial assets as a share of net worth","Percent","239","units ","0","v1059498946","9.8.12","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Financial assets to non-financial assets ratio","Percent","239","units ","0","v1059498947","9.8.13","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Owner's equity as a share of real estate","Percent","239","units ","0","v1059498948","9.8.14","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Real estate as a share of disposable income","Percent","239","units ","0","v1059498949","9.8.15","","..","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Net worth as a share of disposable income","Percent","239","units ","0","v1059498950","9.8.16","498.2","","","","1"
"2012","Prairie Region","2016A00014","35 to 44 years","Debt to disposable income ratio","Percent","239","units ","0","v1059498951","9.8.17","256.2","","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Financial assets as a share of total assets","Percent","239","units ","0","v1059498952","9.9.1","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Life insurance and pensions as a share of total assets","Percent","239","units ","0","v1059498953","9.9.2","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Other financial assets as a share of total assets","Percent","239","units ","0","v1059498954","9.9.3","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Non-financial assets as a share of total assets","Percent","239","units ","0","v1059498955","9.9.4","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Real estate as a share of total assets","Percent","239","units ","0","v1059498956","9.9.5","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Other non-financial assets as a share of total assets","Percent","239","units ","0","v1059498957","9.9.6","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Liabilities as a share of total assets","Percent","239","units ","0","v1059498958","9.9.7","18.4","","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Mortgage liabilities as a share of total assets","Percent","239","units ","0","v1059498959","9.9.8","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Other liabilities as a share of total assets","Percent","239","units ","0","v1059498960","9.9.9","","..","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Liabilities as a share of net worth","Percent","239","units ","0","v1059498961","9.9.10","22.6","","","","1"
"2012","Prairie Region","2016A00014","45 to 54 years","Assets as a share of net worth","Percent","239","units ","0","v1059498962","9.9.11","122.6","","","","1"
